,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,np
405,1445503039024996359,1445503039024996359,2021-10-06 06:35:55 JST,2021-10-06,06:35:55,900,1290688445547868160,iihozcmhfdcmms8,あきもとやすしのセックス,,Spotifyでおすすめ教えて ラブホいきたいしDMくださいな？,ja,[],[],[],0,0,0,[],[],https://twitter.com/iIHozCMHfdCmmS8/status/1445503039024996359,False,,0,,,,,,,,[],,,,,-0.270302
414,1445404259277803524,1445404259277803524,2021-10-06 00:03:24 JST,2021-10-06,00:03:24,900,2336210318,aoooifuji,アオ,,Spotifyから、きのこのホクトのcm流れてきて懐かしさで爆死した,ja,[],[],[],0,0,0,[],[],https://twitter.com/aoooifuji/status/1445404259277803524,False,,0,,,,,,,,[],,,,,-0.6710026666666667
415,1445403698746769421,1445403698746769421,2021-10-06 00:01:10 JST,2021-10-06,00:01:10,900,1371092360717737988,habatake_bmsg,羽ばたけ(羽ちゃん),,Spotifyプレミアム会員じゃないから絶対CM来るねん,ja,[],[],[],0,0,0,[],[],https://twitter.com/habatake_bmsg/status/1445403698746769421,False,,0,,,,,,,,[],,,,,-0.5937652
419,1445392127068938254,1445392127068938254,2021-10-05 23:15:11 JST,2021-10-05,23:15:11,900,836947697252737024,tspomoa,トコ,,武富士のCM曲、Spotifyでも出てくるから帰りの車内でも爆笑だったよね。,ja,[],[],[],0,0,0,[],[],https://twitter.com/tspomoa/status/1445392127068938254,False,,0,,,,,,,,[],,,,,-0.4922155
428,1445353217219461125,1445353217219461125,2021-10-05 20:40:35 JST,2021-10-05,20:40:35,900,1009053319,wakkun0116,わっくん@天井穴あき,,あとSpotifyでよく聞いてる曲がCMに使われてるのを聞くのも新鮮,ja,[],[],[],0,0,0,[],[],https://twitter.com/wakkun0116/status/1445353217219461125,False,,0,,,,,,,,[],,,,,0.11198174999999999
431,1445339996634824706,1445339996634824706,2021-10-05 19:48:02 JST,2021-10-05,19:48:02,900,151089136,fat128,脂肪の盆踊り:Orgy of the FAT,,spotifyのCMが恋しい季節になってきましたね,ja,[],[],[],0,0,2,[],[],https://twitter.com/Fat128/status/1445339996634824706,False,,0,,,,,,,,[],,,,,-0.598562
434,1445274551735054350,1445274551735054350,2021-10-05 15:27:59 JST,2021-10-05,15:27:59,900,118041552,druoh,UO,,SpotifyにXfinityとかNationwideとかのCMが入ってきて、ここはGamepass内かと思ったｗ,ja,[],[],[],0,0,0,[],[],https://twitter.com/druoh/status/1445274551735054350,False,,0,,,,,,,,[],,,,,0.0
436,1445248782669541381,1445248782669541381,2021-10-05 13:45:35 JST,2021-10-05,13:45:35,900,196449632,shiz_kann,カン,,こないだ行った老舗のレコ屋の店内BGMがspotifyの無料版で頭が一瞬混乱した。 お馴染みのspotifyのCMが店内に流れてた。笑,ja,[],[],[],0,0,1,[],[],https://twitter.com/shiz_kann/status/1445248782669541381,False,,0,,,,,,,,[],,,,,-0.49997583333333334
437,1445247965132587008,1445247965132587008,2021-10-05 13:42:20 JST,2021-10-05,13:42:20,900,181765843,mahirororo,じょん,,SpotifyのCMは嫌いじゃ無いから無料版できたけど最近は某ジーンズのCMが多発。たまに2連発されてウザすぎ。有料会員になるか本気で迷う,ja,[],[],[],0,1,0,[],[],https://twitter.com/mahirororo/status/1445247965132587008,False,,0,,,,,,,,[],,,,,-0.27537798750000003
438,1445240578539548680,1445240578539548680,2021-10-05 13:12:59 JST,2021-10-05,13:12:59,900,1074985057012527104,shokunin72,飾人-shokunin-,,桑田佳祐の可愛いミーナ、CMでめちゃ良い曲だなぁと思って、You Tubeになくて、Spotifyにあった。なんでも見つかる今の時代、マジありがたい。そして、おかげで最高のランチタイム過ごせた〜（癒）  https://t.co/75IfEKMMFf,ja,[],[],['https://pbs.twimg.com/media/FA6GpaCVUAAxXOy.jpg'],1,0,0,[],[],https://twitter.com/shokunin72/status/1445240578539548680,False,,1,https://pbs.twimg.com/media/FA6GpaCVUAAxXOy.jpg,,,,,,,[],,,,,0.058446599999999994
439,1445232600323223553,1445232600323223553,2021-10-05 12:41:17 JST,2021-10-05,12:41:17,900,1424487783758909444,tommy3121910,トミー,,SpotifyのCMでウォルトディズニーワールド流すのマジやめてほしい😭  50周年とか行きたすぎるでしょ!!!,ja,[],[],[],0,0,1,[],[],https://twitter.com/tommy3121910/status/1445232600323223553,False,,0,,,,,,,,[],,,,,-0.6649205
442,1445213559399407616,1445213559399407616,2021-10-05 11:25:37 JST,2021-10-05,11:25:37,900,47619688,maryjoyrec,Mary Joy Recordings,,KMが出演しているSpotifyのデジタルCMが、渋谷のビジョンに登場！  AwichやLEXたちとの81秒のオリジナルトラックを　@SpotifyJP のプレイリスト+81 Connectで是非チェックしてください👇  https://t.co/GUGlWodXYo  @KM_music_  https://t.co/cqI2YDweIr,ja,"[{'screen_name': 'spotifyjp', 'name': 'spotify japan', 'id': '749773449459937280'}, {'screen_name': 'km_music_', 'name': 'km', 'id': '112138314'}]",['https://spoti.fi/81Connect'],[],0,4,23,[],[],https://twitter.com/maryjoyrec/status/1445213559399407616,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1445213534288187394/pu/img/OjcNhN8AGtJf0hYk.jpg,,,,,,,[],,,,,-0.2230534
451,1445170695705554947,1445170695705554947,2021-10-05 08:35:18 JST,2021-10-05,08:35:18,900,840271630970511360,y_br1t_y,みほぽぽたす,,spotifyの有料版のメリットは何？  無料版は、広告(cm)入ってランダム再生とか？  自分は、広告も一部のコンテンツ(じゃないけど)として聴き流してる。,ja,[],[],[],0,0,0,[],[],https://twitter.com/y_br1t_y/status/1445170695705554947,False,,0,,,,,,,,[],,,,,-0.08160466666666664
453,1445163399013224450,1439969169928187909,2021-10-05 08:06:18 JST,2021-10-05,08:06:18,900,1420658368478203904,167cm_54kg_,はむ,,@____ms00 私もほぼSpotify使わんから諦めたwwwwそもそもAndroidでCDのデータ移してる民🙋‍♀️ それめっっっっちゃ分かる！！最初のたじりひの時から思ってたけど、トイプーヘア可愛い😆,ja,[],[],[],1,0,0,[],[],https://twitter.com/167cm_54kg_/status/1445163399013224450,False,,0,,,,,,,,"[{'screen_name': '____ms00', 'name': 'ʀᴜ', 'id': '1202606360321376258'}]",,,,,0.0
458,1445151800143671301,1445151800143671301,2021-10-05 07:20:13 JST,2021-10-05,07:20:13,900,1260492014996635652,xcm00gyw4f5uht0,ゴリムーミン@おねむの精,,シャッフルおじさんの広告好きだったのに最近全然流れないじゃないかい。Spotifyさん。,ja,[],[],[],0,0,1,[],[],https://twitter.com/xCm00gyW4f5uht0/status/1445151800143671301,False,,0,,,,,,,,[],,,,,-0.4816528625
498,1445062933793312768,1445062526710943751,2021-10-05 01:27:06 JST,2021-10-05,01:27:06,900,1382878236061822976,batiboko_mk1116,mk.（えむけーどっと）,,Spotifyに課金しようか悩んだんだけどSpotifyのあの唐突に流れてくる変なCM好きなんだよね〜課金したらCM聴けなくなるのかなと思ってやめた。,ja,[],[],[],0,0,0,[],[],https://twitter.com/batiboko_mk1116/status/1445062933793312768,False,,0,,,,,,,,[],,,,,-0.14711333333333335
507,1445031901958324230,1445031901958324230,2021-10-04 23:23:47 JST,2021-10-04,23:23:47,900,873907626089697282,tweet4224,つぶつぶ,,SpotifyでつよぽんのメルカリCM流れたー😊,ja,[],[],[],0,0,1,[],[],https://twitter.com/tweet4224/status/1445031901958324230,False,,0,,,,,,,,[],,,,,-0.882641
509,1445030722075443200,1445030722075443200,2021-10-04 23:19:06 JST,2021-10-04,23:19:06,900,109650722,tsumuzikaze,旋風のゾロ,,ABEMAでSpotifyのCMもやり始めたのか #安元前野と夜あそび,ja,[],[],[],0,0,0,['安元前野と夜あそび'],[],https://twitter.com/tsumuzikaze/status/1445030722075443200,False,,0,,,,,,,,[],,,,,-0.58953
511,1445023620334456839,1445023620334456839,2021-10-04 22:50:52 JST,2021-10-04,22:50:52,900,1122518070990233600,crazy__mocha,MoCHA,,同僚のSpotifyのCMから榎木くんときむすばの声が聴こえて来ててそれが聴きたいが為にプレミアム解約した(アホ),ja,[],[],[],0,0,0,[],[],https://twitter.com/Crazy__MoCHA/status/1445023620334456839,False,,0,,,,,,,,[],,,,,-0.5338523333333334
512,1445023529012023297,1445023529012023297,2021-10-04 22:50:31 JST,2021-10-04,22:50:31,900,1345389058046889991,knmfhbhxyxtyr7f,絶対零度の流浪人,,spotify、かなり音量あげて聞いてたら、いきなり「ホクトのキノコっのこーのこ、げんきのこ、エリンギ舞茸」の曲が流れてくるという  CMだとわかっていても驚き笑笑,ja,[],[],[],0,0,0,[],[],https://twitter.com/KnmFHbHxYXTyR7F/status/1445023529012023297,False,,0,,,,,,,,[],,,,,-0.5495898
514,1445015756031213576,1445015756031213576,2021-10-04 22:19:37 JST,2021-10-04,22:19:37,900,1373975807278817289,rita_ryon,ℝ𝕀𝕋𝔸,,🐯🐶書いてるときにSpotifyくんがディ○ニーのCM(kmsb)流してきて困惑してるここ数日,ja,[],[],[],0,0,0,[],[],https://twitter.com/Rita_Ryon/status/1445015756031213576,False,,0,,,,,,,,[],,,,,-0.8277302499999999
516,1445013415295025153,1445013415295025153,2021-10-04 22:10:19 JST,2021-10-04,22:10:19,900,941137874031820801,twitwitwitwimw,🏵️きなこ🏵️,,Spotifyに、これから30分間広告のないSpotifyをお楽しみください！みたいなこと言われたのに平気で3曲目くらいにCM流してくる…… スキップするとダメなのかな？裏切られた！！,ja,[],[],[],0,0,0,[],[],https://twitter.com/twitwitwitwimw/status/1445013415295025153,False,,0,,,,,,,,[],,,,,-0.3076322
518,1444993645480792071,1444993645480792071,2021-10-04 20:51:46 JST,2021-10-04,20:51:46,900,1430896504177250307,haruka_oo64,遥 -【 𝙷𝚊𝚛𝚞𝚔𝚊 】,,今さら気づいたことだけど、SpotifyのずとまよCM、跡形もなく無くなってる....... いくら検索しても無い.... また見たかったなー😭,ja,[],[],[],0,0,3,[],[],https://twitter.com/Haruka_oO64/status/1444993645480792071,False,,0,,,,,,,,[],,,,,-0.2151575
519,1444991097583726598,1444991097583726598,2021-10-04 20:41:38 JST,2021-10-04,20:41:38,900,992617241790234626,vtvvbq1xc2lxyii,なつ雪,,初めてSpotifyで榎木さんと木村さんのディズニーのスポットCM聴けた。 いつ聴いても超絶ハイテンションで(榎木さんが。木村さんは通常運転)楽しくなる。  頭痛でへばってたけど元気出た。,ja,[],[],[],0,0,1,[],[],https://twitter.com/VtvVbQ1XC2lxYiI/status/1444991097583726598,False,,0,,,,,,,,[],,,,,-0.2786985000000001
520,1444990111448326151,1444990111448326151,2021-10-04 20:37:43 JST,2021-10-04,20:37:43,900,953614619246977025,sumanene_c21h12,環境音,,Spotifyで流れた何かのCMで「耳から色々吸収してスポンジになってね！」って言われたけど、スカスカ空っぽになれってこと？,ja,[],[],[],0,0,1,[],[],https://twitter.com/sumanene_C21H12/status/1444990111448326151,False,,0,,,,,,,,[],,,,,-0.72206125
521,1444988680679026695,1443251726308499458,2021-10-04 20:32:02 JST,2021-10-04,20:32:02,900,330991097,gohangohaaaan2,🎃もっちのもちもちんぐ🎃,,@naenano_bukapi Spotify睡眠用音楽は本当に愛用していて、このためにプレミアムに入ってます💦 もちろんプレミアムには自分の好きな曲を聞けるとか、CMがないとか沢山のいいことがありますが、 何より睡眠にめちゃくちゃ効果がある睡眠用音楽を聞きたいときに聞けるように、っていうのが本当に大きいです😆,ja,[],[],[],0,0,1,[],[],https://twitter.com/gohangohaaaan2/status/1444988680679026695,False,,0,,,,,,,,"[{'screen_name': 'naenano_bukapi', 'name': 'ブカピ！', 'id': '1407916360538071040'}]",,,,,-0.50051665
522,1444965198956089344,1444849931278188545,2021-10-04 18:58:44 JST,2021-10-04,18:58:44,900,1226838140670754816,reonyangon,ナオさん♪,,@mitukoobaacyan @fukup0524 ろーこさんこんばんは😆 レコチョクなんだ🤔初めてダウンロードする時どこがいいのか悩みに悩んだんだよね🤔レコチョクはポイント使えるのか😳そこまで気づかなかった… CMは確かにね😂自分的には1番使いやすいかなと思ってSpotifyにしてみたよ☝️ 🏯後もう少しよ〜♥️,ja,[],[],[],0,0,1,[],[],https://twitter.com/reonyangon/status/1444965198956089344,False,,0,,,,,,,,"[{'screen_name': 'mitukoobaacyan', 'name': 'mitukoobaacyan', 'id': '1193761493998682112'}, {'screen_name': 'fukup0524', 'name': 'ろーこ', 'id': '1408974481'}]",,,,,0.0
523,1444959323331829771,1444849931278188545,2021-10-04 18:35:23 JST,2021-10-04,18:35:23,900,1408974481,fukup0524,ろーこ,,@mitukoobaacyan @reonyangon チラッとお邪魔。 私はレコチョクなんだよね。 ポイント使って聴きたい曲ダウンロードしてる。 dポイント、Tポイント、Pontaポイント、その時溜まってるポイント使ってるよ。 Spotifyは無料だけど、 なんかCM入るっていうのがちょっとな〜と思ってさ。 人それぞれだよね。  もうちょいで🏯だ‼️,ja,[],[],[],1,0,2,[],[],https://twitter.com/fukup0524/status/1444959323331829771,False,,0,,,,,,,,"[{'screen_name': 'mitukoobaacyan', 'name': 'mitukoobaacyan', 'id': '1193761493998682112'}, {'screen_name': 'reonyangon', 'name': 'ナオさん♪', 'id': '1226838140670754816'}]",,,,,-0.4967105
524,1444952869925376000,1444952869925376000,2021-10-04 18:09:44 JST,2021-10-04,18:09:44,900,1075765416134410240,jou_denpa,じょう,,SpotifyのCMビビらせに来んなし,ja,[],[],[],0,0,0,[],[],https://twitter.com/jou_denpa/status/1444952869925376000,False,,0,,,,,,,,[],,,,,0.0
525,1444927418750234631,1444765316962127872,2021-10-04 16:28:36 JST,2021-10-04,16:28:36,900,216962201,rie_abs,タクラマカン砂漠,,@natsukorokoro08 通りすがりに失礼します。皆さんのようにお急ぎ便とプライムビデオも便利ですが、うちはAmazonミュージック毎日利用してます。 Spotifyより曲数は少ない気がしますがポッドキャストと子供の歌などがCMなしで聴けるのが気に入って毎日利用してます。,ja,[],[],[],1,0,1,[],[],https://twitter.com/rie_abs/status/1444927418750234631,False,,0,,,,,,,,"[{'screen_name': 'natsukorokoro08', 'name': '玄米茶', 'id': '725511582998876160'}]",,,,,-0.453735
533,1448140385075691524,1448140385075691524,2021-10-13 13:15:47 JST,2021-10-13,13:15:47,900,986316997385338880,kanroroameame,甘露,,Spotify聴いてたら！小西さんの！ライフネット生命のCM流れて！！ひとりでキャー💓😆💓って叫んでしまいました！！耳が幸せとはこのこと！これからもバンバン流して頂きたいっ！！,ja,[],[],[],0,0,0,[],[],https://twitter.com/kanroroameame/status/1448140385075691524,False,https://twitter.com/KCONIQ/status/1447487181799378947,0,,,,,,,,[],,,,,-0.593143
545,1448136464605212680,1447965219548848134,2021-10-13 13:00:12 JST,2021-10-13,13:00:12,900,1918985431,myunyumuu,宮瀬 ぬっこ🐾,,@kuron_Vtuber わかるー！！Spotifyのcmで流れてて一目惚れしてずっとリピしてる…(●︎´▽︎`●︎)サビすごいすこ…！！,ja,[],[],[],1,0,1,[],[],https://twitter.com/myunyumuu/status/1448136464605212680,False,,0,,,,,,,,"[{'screen_name': 'kuron_Vtuber', 'name': '狐戌也 くろん / koinari kuron @両声類Vtuber', 'id': '1321861900695556096'}]",,,,,-0.638192
546,1448126077918928899,1446335927505149957,2021-10-13 12:18:56 JST,2021-10-13,12:18:56,900,1262379905326735361,n33_cm,ナッツちゃん,,もう解禁されてます！！！apple musicやLINE MUSIC、spotifyなどを見てもらえばわかると思います〜☺️  #ナッツちゃんのマシュマロ  https://t.co/693FnF8mzi,ja,[],[],['https://pbs.twimg.com/media/FBjG_MNWUAg18Dm.jpg'],1,0,1,['ナッツちゃんのマシュマロ'],[],https://twitter.com/n33_cm/status/1448126077918928899,False,,1,https://pbs.twimg.com/media/FBjG_MNWUAg18Dm.jpg,,,,,,,[],,,,,-0.5306817500000001
547,1448121207681953800,1448121207681953800,2021-10-13 11:59:35 JST,2021-10-13,11:59:35,900,1046701670149775361,netakili02,ここあ🦮,,掃除しながらYouTubeログアウトしたりログインしたりしながら、「検索」「再生」でCM飛ばさず、あいだに2.3個別の動画挟んでを繰り返してるんだけどこれでスミンのやり方合ってますか？ genieの再生とSpotifyの再生もしてたら家中からENHYPEN😂 #DIMENSION_DILEMMA #ENHYPENスミン #スミン,ja,[],[],[],0,0,0,"['dimension_dilemma', 'enhypenスミン', 'スミン']",[],https://twitter.com/netakili02/status/1448121207681953800,False,,0,,,,,,,,[],,,,,-0.37007433333333334
551,1448107042456080385,1448107042456080385,2021-10-13 11:03:18 JST,2021-10-13,11:03:18,900,3219551,umazura,UMAZURA,,abcクリニックのCMピーピーうるさい（by Spotify,ja,[],[],[],0,0,0,[],[],https://twitter.com/Umazura/status/1448107042456080385,False,,0,,,,,,,,[],,,,,-0.255375
556,1448085647370113032,1448085647370113032,2021-10-13 09:38:17 JST,2021-10-13,09:38:17,900,1442998711638892549,c6ul3royadcmbtz,🐰🐲はまうさぎ🐧🎁🌞🅱️🐶🦅,,"今日は1人なので スマホ楽天ミュージックでSO,KS 無限ループ 普通の音量で聴けてる。😊  PCは音無しで ツイッターやりながら SpotifyでSO,KS さらに 有志提供のリストでSO再生  家事らしきことをアリバイ程度にしつつの ながら応援中  BE:FIRST / Shining One / Gifted. / Kick Start / First Step",ja,[],[],[],0,7,6,[],[],https://twitter.com/c6Ul3RoyAdCMBtz/status/1448085647370113032,False,,0,,,,,,,,[],,,,,-0.1430508
558,1448084205209100295,1448084205209100295,2021-10-13 09:32:33 JST,2021-10-13,09:32:33,900,620030241,fuetoguitar,森小畝,,Spotifyで邦楽ダークポップアーティストさんのCMが流れてきて良いなと思ったんだけど喋りもダークでアーティスト名が聞き取れなかった。,ja,[],[],[],0,0,1,[],[],https://twitter.com/fuetoguitar/status/1448084205209100295,False,,0,,,,,,,,[],,,,,-0.18777320000000003
559,1448072120957689856,1448041168042745856,2021-10-13 08:44:32 JST,2021-10-13,08:44:32,900,1433360669462597634,ekkpehrwy1cz46w,もっちん,,@naoc2 Spotify無料は訳のわからないCM入るしね😅無料は使い勝手悪いよねwApple使い勝手いいのね？ちょっと月額調べてみてSpotifyと同じか安かったらそっちにしようかなぁ🤔Spotify確かに独自ｺﾝﾃﾝﾂあるね。私ﾋﾞｯﾍﾟﾝ好きなんだけど結構曲入ってるしね😊,ja,[],[],[],0,0,0,[],[],https://twitter.com/ekKPEhRWy1Cz46w/status/1448072120957689856,False,,0,,,,,,,,"[{'screen_name': 'naoc2', 'name': 'naoc', 'id': '288068617'}]",,,,,-0.49077271428571423
564,1447992393538543616,1447992393538543616,2021-10-13 03:27:43 JST,2021-10-13,03:27:43,900,520992647,cuscutaceae,蘇るの巻,,Spotify見てると出てくるなんかのCMで、尻の島でバカンスを楽しみ、飛行機雲が尻の形に飛ぶやつほんとに愉快で楽しいからみんなああいう広告になってほしい,ja,[],[],[],0,0,0,[],[],https://twitter.com/Cuscutaceae/status/1447992393538543616,False,,0,,,,,,,,[],,,,,-0.280639375
565,1447971004244844545,1447971004244844545,2021-10-13 02:02:44 JST,2021-10-13,02:02:44,900,276949011,tommyhana,トミィ🎈,,眠れなくてSpotifyの睡眠プレイリスト流してたら、cmで木村昴と！榎木淳弥！みたいなの入ってきてまた目が覚めた,ja,[],[],[],0,0,0,[],[],https://twitter.com/tommyhana/status/1447971004244844545,False,,0,,,,,,,,[],,,,,-0.4509554285714286
583,1447904151908716554,1447904151908716554,2021-10-12 21:37:05 JST,2021-10-12,21:37:05,900,197807942,c_mikzuki,mizuki@おぬ 11年目精神科看護師,,MISIAのアイノカタチってすごく良い歌だよね。スバルのレヴォーグのCMのやつ。いまSpotifyで聴いてるんだけど、すごい良いなって思う。,ja,[],[],[],1,0,16,[],[],https://twitter.com/c_mikzuki/status/1447904151908716554,False,,0,,,,,,,,[],,,,,0.1842955
587,1447878646509694978,1447878646509694978,2021-10-12 19:55:44 JST,2021-10-12,19:55:44,900,85245553,newparuo,広島焼き大好きっ子🍜,,オリオン科学株式会社さんは早くそのCMソングをSpotifyで聴けるようにしてください。 #空手バカ一代,ja,[],[],[],0,0,2,['空手バカ一代'],[],https://twitter.com/newparuo/status/1447878646509694978,False,,0,,,,,,,,[],,,,,-0.39787125
596,1447809135278391298,1447809135278391298,2021-10-12 15:19:31 JST,2021-10-12,15:19:31,900,3285519950,patapatagorira,ネリエ シンガーソングライター,,新曲高校の先輩に 配信リリース ネリエさんの全曲歌詞分析したら 必ずCM狙ってんの？とわかる ワードがぶっこまれています  純粋で天然ぽいけど 幼少期から悪知恵の働く子供でした  政治家にぬりたくないけど 音楽の力で世の中を明るくしたい  この気持ちは純粋です #Spotify #サブスク各社  https://t.co/qusPlYCoBu,ja,[],[],[],4,0,11,"['spotify', 'サブスク各社']",[],https://twitter.com/patapatagorira/status/1447809135278391298,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1447809070950326273/pu/img/ybIpuBNVWXU6Mt-b.jpg,,,,,,,[],,,,,-0.375319
601,1447755225394073610,1447755225394073610,2021-10-12 11:45:18 JST,2021-10-12,11:45:18,900,1023066791386337282,sunachris,砂クリさん,,Spotifyのcm、最初の頃はあからさまに邪魔な音声流してくるなー嫌だなーと思ってたんだけど、最近のあんまし不快な感じのない　電波くんのやつ好き,ja,[],[],[],0,0,0,[],[],https://twitter.com/sunachris/status/1447755225394073610,False,,0,,,,,,,,[],,,,,-0.46109416666666675
609,1447710342276993026,1447710342276993026,2021-10-12 08:46:57 JST,2021-10-12,08:46:57,900,1172473301458796544,303050_mgn,偉い,,Spotifyのディズニーcmのテンション好きだわ,ja,[],[],[],0,0,0,[],[],https://twitter.com/303050_MGN/status/1447710342276993026,False,,0,,,,,,,,[],,,,,0.12112
611,1447679263927271426,1447679263927271426,2021-10-12 06:43:27 JST,2021-10-12,06:43:27,900,103823804,biscuit0904,ビスハン,,SpotifyのフリープランのCMつくるだけの人生を送りたいと思ってしまうくらい疲れているらしい。,ja,[],[],[],0,0,0,[],[],https://twitter.com/biscuit0904/status/1447679263927271426,False,,0,,,,,,,,[],,,,,-0.28261625
618,1447606365480886277,1447606365480886277,2021-10-12 01:53:47 JST,2021-10-12,01:53:47,900,1405159775499788293,ini_masaya_26,𝚛𝚎𝚖𝚒𝚗𝚒,,「LINE MUSICは音楽番組やテレビCMなどメディア露出からのランキングへの影響が大きく、一方、Spotifyは「Tokyo Super Hits」「World Vibes」ほかアーティストが作るものまで無数のプレイリストがあり、そこ発で国境を超えた世界的なヒットが生まれていることが特徴的だ。」  なるほど🤔  アイエヌアイ,ja,[],[],[],0,0,1,[],[],https://twitter.com/ini_masaya_26/status/1447606365480886277,False,,0,,,,,,,,[],,,,,-0.48088112499999996
631,1447536816622424068,1447536816622424068,2021-10-11 21:17:25 JST,2021-10-11,21:17:25,900,1246054758185484289,ikumi__193_,𝐈𝐊𝐔𝐌𝐈 ¨̮♡💎𝟏𝟗𝟑,,#三浦風雅 の投稿動画を楽しみましょう！ https://t.co/huo39LsFah   #TikTok  #cover #弾き語り   #不可幸力 #Vaundy  #歌ってみた   #Spotify  #CM  @fuga2828 ✅  癒しの歌声🥰✨ フォロワー５万人目指してます♡♡,ja,"[{'screen_name': 'fuga2828', 'name': '三浦風雅 （official）', 'id': '2762215836'}]",['https://vt.tiktok.com/ZSeL1e23B/'],[],0,2,36,"['三浦風雅', 'tiktok', 'cover', '弾き語り', '不可幸力', 'vaundy', '歌ってみた', 'spotify', 'cm']",[],https://twitter.com/ikumi__193_/status/1447536816622424068,False,,0,,,,,,,,[],,,,,-0.11037149999999996
633,1447527985255366663,1447527691138125829,2021-10-11 20:42:20 JST,2021-10-11,20:42:20,900,1930004240,tomitashogo12,トミタショウゴOfficial-info,,Apple Music、spotify、LINE MUSIC、Amazon music、iTuns store、など。  artwork:ハブチユウスケ Music video:シッカイ映像制作、竹内修平 CM編集:トミタショウゴ  作詞作曲/トミタショウゴ VoGt トミタショウゴ Ba 木田聡 Dr 前島文子 Pf 濱田卓也,ja,[],[],[],0,1,3,[],[],https://twitter.com/tomitashogo12/status/1447527985255366663,False,,0,,,,,,,,[],,,,,0.0
640,1447504664119824385,1447504664119824385,2021-10-11 19:09:39 JST,2021-10-11,19:09:39,900,157688871,kiyominxx,きよ,,洋楽垂れ流すとよくボルダリングジムでかかってるオシャレソングが流れてくるww Spotifyの有料契約してよかったのは変なCM抜きで垂れ流せることだなぁ、と。,ja,[],[],[],0,0,1,[],[],https://twitter.com/kiyominxx/status/1447504664119824385,False,,0,,,,,,,,[],,,,,-0.32778016666666665
643,1447493962516758533,1447490424621330438,2021-10-11 18:27:08 JST,2021-10-11,18:27:08,900,933676123145191429,oniichanac,おにーちゃん,,Spotifyに桑田佳祐ユニクロCMのプレイリストがあって歓喜,ja,[],[],[],0,0,0,[],[],https://twitter.com/oniichanac/status/1447493962516758533,False,,0,,,,,,,,[],,,,,0.12799099999999997
644,1447492679072239618,1447492679072239618,2021-10-11 18:22:02 JST,2021-10-11,18:22:02,900,1404422967258271744,norapexer,在日日本人⚡️,, https://t.co/Jp7w6jrmRs この曲SpotifyのCMに使われないかな〜,ja,[],['https://open.spotify.com/track/0EE6hnWdmiOq7LosrSHQcw?si=wPX3chd_TJC_YHXW2JR8JA&dl_branch=1'],[],0,0,0,[],[],https://twitter.com/norapexer/status/1447492679072239618,False,,0,,,,,,,,[],,,,,-0.873176
645,1447482714228092937,1447482714228092937,2021-10-11 17:42:26 JST,2021-10-11,17:42:26,900,822810773122523139,myo0505_rkrn,みょう,,Spotifyで流れてる榎木くんと昴にいの某CM、完全にゆじと東堂で毎度笑っちゃう,ja,[],[],[],0,0,0,[],[],https://twitter.com/myo0505_rkrn/status/1447482714228092937,False,,0,,,,,,,,[],,,,,-0.448535
647,1447474035768500224,1447474035768500224,2021-10-11 17:07:57 JST,2021-10-11,17:07:57,900,842048013765812226,noir_2244,のあーる,,SpotifyのディズニーのCM流れる度に顔にやけんのほんときもいからやめたい(),ja,[],[],[],0,0,0,[],[],https://twitter.com/Noir_2244/status/1447474035768500224,False,,0,,,,,,,,[],,,,,-0.8863136666666667
651,1447438071373258755,1447438071373258755,2021-10-11 14:45:02 JST,2021-10-11,14:45:02,900,295730437,indyindia,Indy India,,spotify聴いてたら急にCMが…うぜえええええええええ,ja,[],[],[],0,0,0,[],[],https://twitter.com/IndyIndia/status/1447438071373258755,False,,0,,,,,,,,[],,,,,-0.968355
656,1447428116264067074,1446335927505149957,2021-10-11 14:05:29 JST,2021-10-11,14:05:29,900,1262379905326735361,n33_cm,ナッツちゃん,,「音源」は音楽サイト(日本＆海外Apple music、Spotify、LINE music、genie、韓国melon)の音楽再生回数のことで、「音盤」はアルバム売上数のことを言います🙆‍♀️ ちなみに最近のアイドルは海外人気が強いので音源(特に韓国でしか使えないmelon)が弱いです🥲🥲  #ナッツちゃんのマシュマロ  https://t.co/UchtuRBYPW,ja,[],[],['https://pbs.twimg.com/media/FBZMMxCVQAIMW4f.jpg'],1,0,1,['ナッツちゃんのマシュマロ'],[],https://twitter.com/n33_cm/status/1447428116264067074,False,,1,https://pbs.twimg.com/media/FBZMMxCVQAIMW4f.jpg,,,,,,,[],,,,,-0.4170113333333334
